date,store_id,sku,category,units_sold,inventory_level,units_ordered,price,promotion,weather,is_holiday
2024-02-03,S04,SKU010,Beverages,4,23,22,7.86,0,Cloudy,0
2024-02-03,S04,SKU012,Beverages,8,36,0,2.79,0,Cold,0
2024-02-03,S05,SKU003,Snacks,5,26,34,17.89,0,Cold,0
2024-02-03,S05,SKU016,Frozen,7,17,35,10.77,0,Rainy,0
2024-02-03,S05,SKU002,Frozen,6,39,0,10.74,0,Cold,0
2024-02-03,S05,SKU010,Frozen,15,37,0,12.41,0,Rainy,0
2024-02-03,S05,SKU014,Household,11,46,0,8.22,0,Cloudy,0
2024-02-03,S05,SKU020,Dairy,18,21,19,6.85,0,Hot,0
2024-02-04,S01,SKU018,Beverages,6,33,0,11.08,0,Cloudy,0
2024-02-04,S01,SKU013,Dairy,1,18,33,8.45,0,Hot,0
2024-02-04,S01,SKU017,Household,9,17,11,16.78,0,Cloudy,0
2024-02-04,S01,SKU005,Frozen,5,46,0,14.54,0,Rainy,0
2024-02-04,S01,SKU008,Snacks,7,19,32,1.46,0,Sunny,0
2024-02-04,S01,SKU014,Snacks,10,37,0,16.92,0,Cold,0
2024-02-04,S02,SKU004,Beverages,7,14,27,18.45,0,Cold,0
2024-02-04,S02,SKU002,Beverages,8,19,35,3.96,0,Cloudy,0
2024-02-04,S02,SKU014,Beverages,3,46,0,7.44,0,Rainy,0
2024-02-04,S02,SKU001,Beverages,5,22,26,1.3,0,Cold,0
2024-02-04,S02,SKU008,Snacks,9,49,0,9.42,1,Sunny,0
2024-02-04,S02,SKU020,Beverages,3,10,48,9.8,0,Sunny,0
2024-02-04,S03,SKU010,Snacks,12,30,37,8.06,0,Cold,0
2024-02-04,S03,SKU008,Household,9,17,18,7.47,0,Hot,0
2024-02-04,S03,SKU011,Dairy,7,25,39,13.42,1,Cold,0
2024-02-04,S03,SKU018,Household,8,15,34,16.39,0,Cold,0
2024-02-04,S03,SKU019,Snacks,6,11,18,9.4,0,Cloudy,0
2024-02-04,S03,SKU005,Frozen,11,13,38,18.92,0,Rainy,0
2024-02-04,S04,SKU002,Frozen,9,32,0,5.05,0,Hot,0
2024-02-04,S04,SKU012,Dairy,5,31,0,5.42,0,Sunny,0
2024-02-04,S04,SKU013,Household,7,49,0,12.5,0,Cloudy,0
2024-02-04,S04,SKU017,Snacks,12,35,0,12.96,0,Cloudy,0
2024-02-04,S04,SKU011,Snacks,9,49,0,12.68,0,Cold,0
2024-02-04,S04,SKU019,Beverages,6,21,27,8.61,0,Sunny,0
2024-02-04,S05,SKU014,Dairy,7,15,13,16.24,0,Sunny,0
2024-02-04,S05,SKU018,Beverages,6,15,26,10.78,0,Cold,0
2024-02-04,S05,SKU017,Dairy,7,22,12,2.8,0,Sunny,0
2024-02-04,S05,SKU005,Snacks,10,38,0,1.92,0,Rainy,0
2024-02-04,S05,SKU013,Frozen,2,25,37,17.17,0,Hot,0
2024-02-04,S05,SKU004,Household,5,47,0,1.49,0,Hot,1
2024-02-05,S01,SKU003,Dairy,14,44,0,13.74,0,Cold,0
2024-02-05,S01,SKU007,Dairy,4,45,0,16.82,0,Sunny,0
2024-02-05,S01,SKU018,Beverages,12,40,0,13.03,0,Cold,0
2024-02-05,S01,SKU019,Snacks,8,27,17,11.2,0,Sunny,0
2024-02-05,S01,SKU016,Snacks,2,47,0,8.98,0,Hot,0
2024-02-05,S01,SKU004,Beverages,11,28,47,17.3,0,Cold,0
2024-02-05,S02,SKU016,Dairy,11,28,12,14.58,0,Rainy,0
2024-02-05,S02,SKU008,Dairy,4,28,22,0.97,0,Cloudy,0
2024-02-05,S02,SKU007,Frozen,5,16,19,3.77,0,Rainy,0
2024-02-05,S02,SKU013,Frozen,9,43,0,11.46,0,Cold,0
2024-02-05,S02,SKU019,Household,5,22,16,4.49,0,Sunny,0
2024-02-05,S02,SKU009,Dairy,5,8,15,17.85,0,Cold,0
2024-02-05,S03,SKU010,Beverages,8,46,0,3.29,1,Sunny,0
2024-02-05,S03,SKU009,Frozen,5,39,0,5.84,1,Cold,0
2024-02-05,S03,SKU012,Dairy,5,32,0,3.45,1,Rainy,0
2024-02-05,S03,SKU017,Snacks,6,41,0,15.48,0,Sunny,0
2024-02-05,S03,SKU016,Dairy,5,26,15,12.49,0,Sunny,0
2024-02-05,S03,SKU008,Dairy,17,41,0,15.15,0,Hot,0
2024-02-05,S04,SKU014,Household,0,47,0,10.68,0,Hot,0
2024-02-05,S04,SKU002,Household,5,36,0,8.37,0,Sunny,0
2024-02-05,S04,SKU008,Household,7,20,45,16.29,0,Rainy,0
2024-02-05,S04,SKU005,Frozen,9,24,45,19.92,1,Rainy,0
2024-02-05,S04,SKU001,Dairy,8,16,44,18.73,0,Hot,0
2024-02-05,S04,SKU017,Snacks,5,25,45,11.36,0,Rainy,0
2024-02-05,S05,SKU007,Household,8,27,25,12.09,0,Cold,0
2024-02-05,S05,SKU011,Dairy,2,36,0,15.68,0,Cloudy,0
2024-02-05,S05,SKU008,Dairy,7,26,49,17.83,0,Sunny,0
2024-02-05,S05,SKU013,Frozen,12,28,41,9.17,0,Rainy,0
2024-02-05,S05,SKU018,Frozen,11,36,0,3.65,0,Rainy,0
2024-02-05,S05,SKU016,Frozen,9,25,21,17.19,0,Hot,0
2024-02-06,S01,SKU006,Household,5,41,0,19.8,0,Hot,0
2024-02-06,S01,SKU012,Beverages,7,30,49,18.76,0,Cloudy,0
2024-02-06,S01,SKU020,Household,7,27,14,17.27,0,Sunny,0
2024-02-06,S01,SKU005,Beverages,3,26,16,12.36,0,Hot,0
2024-02-06,S01,SKU016,Beverages,4,49,0,1.4,0,Hot,0
2024-02-06,S01,SKU003,Beverages,3,23,18,12.85,0,Hot,0
2024-02-06,S02,SKU001,Snacks,15,19,20,3.94,1,Cold,0
2024-02-06,S02,SKU014,Beverages,14,47,0,13.64,0,Cloudy,0
2024-02-06,S02,SKU005,Snacks,1,43,0,7.69,0,Cold,0
2024-02-06,S02,SKU008,Household,14,40,0,6.11,1,Rainy,0
2024-02-06,S02,SKU003,Frozen,10,13,25,15.42,1,Cloudy,0
2024-02-06,S02,SKU012,Dairy,5,26,41,0.69,0,Sunny,0
2024-02-06,S03,SKU002,Household,9,39,0,1.61,0,Cold,0
2024-02-06,S03,SKU016,Frozen,4,12,11,19,0,Rainy,0
2024-02-06,S03,SKU019,Beverages,4,37,0,3.67,0,Hot,0
2024-02-06,S03,SKU001,Beverages,11,42,0,3.46,0,Cold,0
2024-02-06,S03,SKU017,Household,20,28,24,16.81,1,Cold,0
2024-02-06,S03,SKU009,Dairy,9,21,15,3.7,0,Cloudy,0
2024-02-06,S04,SKU018,Snacks,9,34,0,13.64,1,Hot,0
2024-02-06,S04,SKU010,Beverages,12,17,12,11.78,0,Cloudy,0
2024-02-06,S04,SKU001,Beverages,11,43,0,19.06,1,Sunny,0
2024-02-06,S04,SKU017,Household,6,49,0,18.16,0,Hot,0
2024-02-06,S04,SKU014,Snacks,8,28,30,6.75,0,Hot,0
2024-02-06,S04,SKU013,Snacks,6,34,0,12.86,0,Rainy,0
2024-02-06,S05,SKU007,Frozen,6,11,14,14.65,0,Rainy,0
2024-02-06,S05,SKU017,Beverages,3,19,47,3.53,0,Rainy,0
2024-02-06,S05,SKU009,Dairy,15,43,0,13.5,1,Sunny,0
2024-02-06,S05,SKU012,Frozen,3,25,36,9.02,0,Cloudy,0
2024-02-06,S05,SKU018,Frozen,9,28,42,8.57,0,Hot,0
2024-02-06,S05,SKU013,Household,4,16,21,7.32,1,Sunny,0
2024-02-07,S01,SKU008,Frozen,9,26,36,13.14,0,Hot,0
2024-02-07,S01,SKU020,Frozen,8,44,0,18.85,0,Rainy,0
2024-02-07,S01,SKU010,Frozen,7,8,11,15.94,0,Hot,0
2024-02-07,S01,SKU003,Household,11,11,16,17.76,0,Sunny,0
2024-02-07,S01,SKU002,Frozen,8,29,45,9.77,0,Cloudy,0
2024-02-07,S01,SKU016,Beverages,14,36,0,9.11,0,Hot,0
2024-02-07,S02,SKU001,Dairy,10,33,0,6.74,0,Sunny,0
2024-02-07,S02,SKU006,Household,15,20,19,10.04,0,Cold,0
2024-02-07,S02,SKU003,Beverages,5,23,43,4.5,0,Cloudy,0
2024-02-07,S02,SKU016,Household,10,23,40,3.67,0,Cloudy,0
2024-02-07,S02,SKU014,Beverages,6,23,20,1.8,0,Hot,0
2024-02-07,S02,SKU011,Snacks,10,48,0,10.68,0,Sunny,0
2024-02-07,S03,SKU007,Beverages,9,36,0,11.68,0,Hot,0
2024-02-07,S03,SKU019,Dairy,11,32,0,7.84,1,Cold,0
2024-02-07,S03,SKU016,Household,8,29,47,17.66,0,Rainy,0
2024-02-07,S03,SKU009,Household,7,19,11,10.66,0,Hot,0
2024-02-07,S03,SKU002,Beverages,14,30,29,13.41,0,Rainy,0
2024-02-07,S03,SKU015,Snacks,17,23,45,13.46,1,Cloudy,0
2024-02-07,S04,SKU011,Beverages,3,15,32,14.82,1,Sunny,0
2024-02-07,S04,SKU001,Dairy,8,28,18,5.32,0,Cloudy,0
2024-02-07,S04,SKU007,Snacks,12,23,24,9.69,0,Hot,0
2024-02-07,S04,SKU005,Household,9,36,0,12,0,Cloudy,0
2024-02-07,S04,SKU013,Snacks,9,24,37,6.95,0,Cold,0
2024-02-07,S04,SKU015,Household,6,21,15,17.84,0,Hot,0
2024-02-07,S05,SKU013,Beverages,10,49,0,9.64,0,Hot,0
2024-02-07,S05,SKU018,Household,9,26,27,11.09,0,Cloudy,0
2024-02-07,S05,SKU011,Dairy,9,36,0,18.64,0,Hot,0
2024-02-07,S05,SKU020,Beverages,3,48,0,1.14,0,Cloudy,0
2024-02-07,S05,SKU005,Beverages,6,17,21,7.79,0,Hot,0
2024-02-07,S05,SKU017,Frozen,9,17,12,19.15,0,Cloudy,0
2024-02-08,S01,SKU008,Dairy,10,24,25,2.27,0,Rainy,0
2024-02-08,S01,SKU003,Frozen,8,13,33,15.88,0,Cloudy,0
2024-02-08,S01,SKU011,Frozen,11,39,0,2.69,0,Hot,0
2024-02-08,S01,SKU013,Snacks,13,27,23,6.24,0,Rainy,0
2024-02-08,S01,SKU018,Dairy,7,31,0,8.95,0,Cloudy,0
2024-02-08,S01,SKU001,Household,0,23,47,19.52,0,Rainy,0
2024-02-08,S02,SKU013,Household,1,28,30,1.53,1,Hot,0
2024-02-08,S02,SKU014,Dairy,3,20,27,8.66,0,Hot,0
2024-02-08,S02,SKU006,Snacks,8,48,0,5.62,0,Hot,0
2024-02-08,S02,SKU020,Beverages,12,37,0,15.53,0,Cloudy,0
2024-02-08,S02,SKU003,Beverages,8,43,0,15.71,0,Cloudy,0
2024-02-08,S02,SKU017,Dairy,5,15,24,8.09,0,Hot,0
2024-02-08,S03,SKU005,Beverages,9,23,18,7.9,0,Sunny,0
2024-02-08,S03,SKU013,Beverages,13,35,0,5.67,1,Rainy,0
2024-02-08,S03,SKU020,Beverages,8,48,0,13.2,0,Rainy,0
2024-02-08,S03,SKU019,Dairy,3,12,23,16.18,0,Sunny,0
2024-02-08,S03,SKU011,Frozen,10,16,14,13.35,0,Hot,0
2024-02-08,S03,SKU006,Dairy,14,37,0,18.4,0,Rainy,0
2024-02-08,S04,SKU009,Frozen,1,8,48,16.79,0,Rainy,0
2024-02-08,S04,SKU004,Household,12,28,21,15.2,0,Rainy,0
2024-02-08,S04,SKU005,Household,8,29,37,8.5,0,Hot,0
2024-02-08,S04,SKU003,Household,10,27,17,7.74,0,Rainy,0
2024-02-08,S04,SKU006,Frozen,0,36,0,9.06,0,Sunny,0
2024-02-08,S04,SKU007,Beverages,4,37,0,1.92,0,Cold,0
2024-02-08,S05,SKU001,Frozen,9,23,24,4.51,0,Rainy,0
2024-02-08,S05,SKU003,Beverages,9,11,24,14.15,0,Rainy,0
2024-02-08,S05,SKU012,Dairy,9,22,32,9.85,0,Cold,0
2024-02-08,S05,SKU019,Frozen,11,28,38,1.97,1,Cold,0
2024-02-08,S05,SKU011,Frozen,4,38,0,14.05,0,Hot,0
2024-02-08,S05,SKU014,Beverages,15,36,0,9.39,0,Rainy,0
2024-02-09,S01,SKU018,Snacks,10,46,0,11.29,0,Cloudy,0
2024-02-09,S01,SKU008,Dairy,17,34,0,11.61,0,Rainy,0
2024-02-09,S01,SKU017,Dairy,8,30,18,12.1,0,Sunny,0
2024-02-09,S01,SKU006,Dairy,5,37,0,9.77,0,Hot,0
2024-02-09,S01,SKU013,Frozen,10,46,0,18.68,0,Cold,0
2024-02-09,S01,SKU003,Snacks,13,24,28,5.94,0,Cloudy,0
2024-02-09,S02,SKU003,Frozen,4,22,42,4.25,1,Rainy,0
2024-02-09,S02,SKU006,Beverages,7,22,24,17.3,1,Cold,0
2024-02-09,S02,SKU014,Dairy,10,38,0,12.72,0,Cold,0
2024-02-09,S02,SKU009,Dairy,11,33,0,17.62,0,Hot,0
2024-02-09,S02,SKU018,Snacks,13,25,16,14.82,0,Sunny,0
2024-02-09,S02,SKU005,Frozen,10,43,0,3.07,0,Cold,0
2024-02-09,S03,SKU020,Beverages,11,40,0,16.15,0,Hot,0
2024-02-09,S03,SKU007,Frozen,6,44,0,5.77,1,Hot,0
2024-02-09,S03,SKU015,Dairy,10,40,0,12.11,0,Hot,0
2024-02-09,S03,SKU004,Household,10,39,0,7.41,0,Cold,0
2024-02-09,S03,SKU005,Frozen,17,40,0,11.93,1,Cloudy,0
2024-02-09,S03,SKU016,Dairy,9,36,0,16.37,0,Cold,0
2024-02-09,S04,SKU015,Household,7,37,0,3.88,0,Hot,0
2024-02-09,S04,SKU011,Snacks,8,42,0,4.47,0,Sunny,0
2024-02-09,S04,SKU014,Frozen,5,21,31,16.28,0,Cold,0
2024-02-09,S04,SKU005,Dairy,6,38,0,2.09,0,Cold,0
2024-02-09,S04,SKU010,Snacks,5,41,0,3.54,0,Sunny,0
2024-02-09,S04,SKU006,Frozen,3,43,0,18.87,0,Rainy,0
2024-02-09,S05,SKU011,Dairy,12,31,0,1.19,0,Hot,0
2024-02-09,S05,SKU010,Frozen,8,27,10,17.15,0,Rainy,0
2024-02-09,S05,SKU016,Dairy,5,9,41,14.02,0,Rainy,0
2024-02-09,S05,SKU008,Beverages,11,25,32,18.52,0,Cold,0
2024-02-09,S05,SKU020,Household,4,30,37,8.88,0,Cold,0
2024-02-09,S05,SKU007,Snacks,0,37,0,15.15,0,Rainy,0
2024-02-10,S01,SKU019,Snacks,2,12,42,1.14,0,Sunny,0
2024-02-10,S01,SKU018,Dairy,9,12,22,7.46,0,Sunny,0
2024-02-10,S01,SKU006,Beverages,12,16,28,18.67,0,Cold,0
2024-02-10,S01,SKU001,Frozen,14,47,0,17.06,0,Hot,0
2024-02-10,S01,SKU015,Snacks,5,14,20,5.27,0,Rainy,0
2024-02-10,S01,SKU012,Snacks,16,35,0,13.79,0,Hot,0
2024-02-10,S02,SKU005,Frozen,11,41,0,6.42,0,Cloudy,0
2024-02-10,S02,SKU014,Household,7,24,14,2.68,0,Sunny,0
2024-02-10,S02,SKU013,Frozen,3,43,0,18.35,0,Sunny,0
2024-02-10,S02,SKU003,Dairy,4,29,16,19.9,1,Hot,0
2024-02-10,S02,SKU015,Household,6,11,46,6.44,0,Sunny,0
2024-02-10,S02,SKU010,Beverages,3,27,47,6.72,0,Sunny,0
2024-02-10,S03,SKU008,Dairy,10,44,0,1.8,1,Hot,0
2024-02-10,S03,SKU012,Frozen,9,31,0,2.7,0,Sunny,0
2024-02-10,S03,SKU006,Beverages,13,48,0,19.43,1,Rainy,0
2024-02-10,S03,SKU002,Household,8,22,39,4.94,0,Cloudy,0
2024-02-10,S03,SKU013,Household,5,33,0,15.59,0,Hot,0
2024-02-10,S03,SKU016,Household,7,38,0,6.64,0,Cold,0
2024-02-10,S04,SKU012,Beverages,3,34,0,9.21,0,Hot,0
2024-02-10,S04,SKU013,Dairy,3,47,0,6.46,0,Cold,0
2024-02-10,S04,SKU015,Beverages,6,10,25,11.14,0,Cloudy,0
2024-02-10,S04,SKU017,Snacks,2,37,0,11.26,0,Cold,0
2024-02-10,S04,SKU005,Dairy,6,15,16,3.38,0,Cloudy,0
2024-02-10,S04,SKU006,Snacks,9,26,20,9.63,0,Hot,0
2024-02-10,S05,SKU012,Beverages,10,38,0,2.53,0,Sunny,0
2024-02-10,S05,SKU016,Beverages,5,35,0,7.2,0,Sunny,1
2024-02-10,S05,SKU004,Dairy,10,41,0,18.86,0,Sunny,0
2024-02-10,S05,SKU015,Snacks,4,48,0,16.7,0,Rainy,0
2024-02-10,S05,SKU017,Snacks,3,49,0,5.88,0,Cloudy,0
2024-02-10,S05,SKU006,Household,6,46,0,11.6,0,Hot,0
2024-02-11,S01,SKU018,Snacks,8,36,0,15.42,0,Sunny,0
2024-02-11,S01,SKU014,Frozen,8,32,0,14.67,0,Cold,0
2024-02-11,S01,SKU015,Household,3,11,34,19.54,0,Hot,0
2024-02-11,S01,SKU008,Frozen,11,18,30,4.11,0,Cloudy,0
2024-02-11,S01,SKU013,Frozen,11,20,13,18.15,0,Sunny,1
2024-02-11,S01,SKU011,Snacks,12,25,41,13.49,0,Hot,0
2024-02-11,S02,SKU003,Snacks,11,27,23,3.58,0,Sunny,0
2024-02-11,S02,SKU019,Dairy,8,31,0,19.13,0,Sunny,0
2024-02-11,S02,SKU004,Frozen,6,36,0,10.47,1,Hot,0
2024-02-11,S02,SKU006,Dairy,8,14,19,10.37,0,Cloudy,0
2024-02-11,S02,SKU012,Household,25,39,0,5.92,1,Sunny,0
2024-02-11,S02,SKU017,Beverages,10,44,0,13.54,0,Hot,0
2024-02-11,S03,SKU015,Beverages,5,18,13,8.05,0,Cold,0
2024-02-11,S03,SKU006,Beverages,7,40,0,18.3,0,Rainy,0
2024-02-11,S03,SKU010,Snacks,5,19,47,14.97,0,Rainy,0
2024-02-11,S03,SKU003,Frozen,7,40,0,18.31,0,Rainy,0
2024-02-11,S03,SKU005,Household,10,34,0,10.73,0,Rainy,0
2024-02-11,S03,SKU019,Snacks,18,28,30,7.84,1,Cloudy,0
2024-02-11,S04,SKU018,Snacks,6,49,0,17.13,0,Sunny,0
2024-02-11,S04,SKU006,Frozen,0,34,0,6.89,0,Cold,0
2024-02-11,S04,SKU020,Dairy,7,23,46,3.4,0,Rainy,0
2024-02-11,S04,SKU019,Frozen,9,31,0,12.52,0,Hot,0
2024-02-11,S04,SKU016,Frozen,20,46,0,1.49,1,Sunny,0
2024-02-11,S04,SKU005,Household,8,21,31,15.86,0,Sunny,0
2024-02-11,S05,SKU014,Beverages,10,43,0,3.61,0,Sunny,0
2024-02-11,S05,SKU016,Snacks,11,28,11,5.48,0,Rainy,0
2024-02-11,S05,SKU020,Dairy,8,14,45,5.6,0,Cold,0
2024-02-11,S05,SKU015,Dairy,12,33,0,17.66,0,Hot,0
2024-02-11,S05,SKU019,Frozen,2,18,21,18.06,0,Hot,0
2024-02-11,S05,SKU003,Frozen,8,11,29,1.15,1,Rainy,0
2024-02-12,S01,SKU004,Beverages,8,40,0,6.54,0,Sunny,0
2024-02-12,S01,SKU019,Frozen,1,22,16,16.82,0,Rainy,0
2024-02-12,S01,SKU020,Household,11,40,0,13.56,1,Rainy,0
2024-02-12,S01,SKU009,Snacks,7,21,24,10.51,0,Cold,0
2024-02-12,S01,SKU012,Frozen,9,42,0,5.38,0,Cloudy,0
2024-02-12,S01,SKU017,Beverages,7,12,27,17.01,0,Cloudy,0
2024-02-12,S02,SKU008,Beverages,7,16,17,4.17,0,Cold,0
2024-02-12,S02,SKU010,Frozen,15,41,0,0.93,0,Cloudy,0
2024-02-12,S02,SKU002,Beverages,16,26,11,7.8,1,Hot,0
2024-02-12,S02,SKU015,Snacks,5,38,0,16.3,0,Cold,0
2024-02-12,S02,SKU009,Snacks,6,36,0,6.57,0,Cold,0
2024-02-12,S02,SKU006,Household,4,28,27,12.35,0,Cold,0
2024-02-12,S03,SKU012,Snacks,8,11,40,6.89,0,Hot,0
2024-02-12,S03,SKU014,Beverages,8,16,30,8.47,0,Cold,0
2024-02-12,S03,SKU006,Household,6,20,15,19.41,0,Cloudy,0
2024-02-12,S03,SKU005,Dairy,14,49,0,14.56,1,Cloudy,0
2024-02-12,S03,SKU007,Household,13,48,0,13.4,1,Hot,0
2024-02-12,S03,SKU019,Dairy,14,20,49,16.61,1,Rainy,0
2024-02-12,S04,SKU020,Household,6,41,0,17.99,0,Hot,0
2024-02-12,S04,SKU018,Dairy,10,42,0,11.29,0,Sunny,0
2024-02-12,S04,SKU006,Household,14,28,24,1.52,1,Cold,0
2024-02-12,S04,SKU011,Beverages,7,22,42,14.88,0,Rainy,0
2024-02-12,S04,SKU010,Snacks,12,26,47,9.29,0,Cloudy,0
2024-02-12,S04,SKU005,Frozen,11,14,37,15.36,0,Cold,0
2024-02-12,S05,SKU002,Dairy,9,22,22,4.52,0,Rainy,0
2024-02-12,S05,SKU009,Snacks,17,48,0,16.82,1,Cloudy,0
2024-02-12,S05,SKU005,Frozen,7,42,0,8.92,0,Sunny,0
2024-02-12,S05,SKU018,Frozen,8,30,28,13.28,0,Cloudy,0
2024-02-12,S05,SKU008,Snacks,8,36,0,11.65,0,Sunny,0
2024-02-12,S05,SKU003,Household,14,38,0,5.56,0,Sunny,0
2024-02-13,S01,SKU009,Beverages,5,32,0,3.95,0,Rainy,0
2024-02-13,S01,SKU014,Frozen,7,21,26,2.22,0,Sunny,0
2024-02-13,S01,SKU013,Household,10,38,0,10.92,0,Cloudy,0
2024-02-13,S01,SKU015,Dairy,4,19,23,18.44,0,Cold,0
2024-02-13,S01,SKU003,Dairy,4,40,0,9.55,0,Cloudy,0
2024-02-13,S01,SKU011,Frozen,12,22,10,1.5,1,Sunny,0
2024-02-13,S02,SKU016,Dairy,12,40,0,9.49,0,Cloudy,0
2024-02-13,S02,SKU011,Beverages,2,14,11,17.99,0,Cold,0
2024-02-13,S02,SKU001,Household,8,17,42,1.03,0,Rainy,0
2024-02-13,S02,SKU003,Frozen,12,13,15,12.65,1,Sunny,0
2024-02-13,S02,SKU015,Snacks,8,36,0,17.12,0,Sunny,0
2024-02-13,S02,SKU019,Frozen,5,38,0,1.37,0,Rainy,0
2024-02-13,S03,SKU007,Household,6,30,23,3.52,0,Cloudy,0
2024-02-13,S03,SKU016,Household,6,34,0,12,0,Sunny,0
2024-02-13,S03,SKU009,Snacks,8,20,36,15.91,0,Hot,0
2024-02-13,S03,SKU011,Household,12,19,28,4.26,1,Rainy,0
2024-02-13,S03,SKU010,Frozen,10,22,44,13.37,1,Cloudy,0
2024-02-13,S03,SKU006,Dairy,4,8,43,14.63,0,Rainy,0
2024-02-13,S04,SKU002,Snacks,8,18,40,16.75,0,Hot,0
2024-02-13,S04,SKU020,Frozen,9,19,32,1.64,0,Cold,0
2024-02-13,S04,SKU004,Frozen,7,21,14,12.31,0,Hot,0
2024-02-13,S04,SKU015,Beverages,8,35,0,14.72,0,Sunny,0
2024-02-13,S04,SKU001,Frozen,17,27,49,8.89,1,Cloudy,0
2024-02-13,S04,SKU019,Snacks,7,36,0,12.22,0,Sunny,0
2024-02-13,S05,SKU005,Dairy,4,42,0,6.16,0,Sunny,0
2024-02-13,S05,SKU010,Dairy,0,19,39,16.97,0,Sunny,0
2024-02-13,S05,SKU006,Beverages,14,31,0,13.9,1,Rainy,0
2024-02-13,S05,SKU009,Dairy,10,20,27,9.42,0,Cold,0
2024-02-13,S05,SKU003,Snacks,4,24,20,1.53,0,Hot,0
2024-02-13,S05,SKU011,Beverages,5,36,0,10.77,0,Hot,0
2024-02-14,S01,SKU013,Beverages,5,21,21,6.56,0,Cloudy,0
2024-02-14,S01,SKU010,Beverages,5,43,0,18.26,0,Rainy,0
2024-02-14,S01,SKU008,Snacks,12,28,17,17.92,0,Hot,0
2024-02-14,S01,SKU014,Frozen,10,21,39,5.33,0,Hot,0
2024-02-14,S01,SKU003,Beverages,7,10,15,16.21,0,Sunny,0
2024-02-14,S01,SKU012,Snacks,10,16,12,7.32,0,Cold,0
2024-02-14,S02,SKU019,Dairy,3,31,0,10.83,0,Cloudy,0
2024-02-14,S02,SKU008,Beverages,7,46,0,14.21,1,Sunny,0
2024-02-14,S02,SKU017,Frozen,7,45,0,2.51,0,Rainy,0
2024-02-14,S02,SKU015,Snacks,4,18,34,17.92,0,Hot,0
2024-02-14,S02,SKU001,Frozen,8,44,0,2.5,0,Cloudy,0
2024-02-14,S02,SKU016,Beverages,3,8,13,7.11,0,Sunny,0
2024-02-14,S03,SKU008,Dairy,12,48,0,14.46,1,Sunny,0
2024-02-14,S03,SKU013,Dairy,5,17,13,9.9,0,Hot,0
2024-02-14,S03,SKU003,Snacks,6,13,45,7.57,0,Hot,0
2024-02-14,S03,SKU004,Frozen,7,48,0,15.12,0,Hot,0
2024-02-14,S03,SKU017,Snacks,8,27,11,4.1,0,Cold,0
2024-02-14,S03,SKU006,Snacks,9,27,49,6.02,0,Rainy,0
2024-02-14,S04,SKU003,Snacks,6,43,0,10.44,0,Rainy,0
2024-02-14,S04,SKU017,Snacks,5,26,42,17.06,0,Sunny,0
2024-02-14,S04,SKU001,Frozen,5,23,27,6.7,0,Hot,0
2024-02-14,S04,SKU006,Household,13,40,0,15.83,0,Cloudy,0
2024-02-14,S04,SKU015,Frozen,8,46,0,18.98,0,Hot,0
2024-02-14,S04,SKU019,Snacks,4,42,0,13.73,0,Rainy,0
2024-02-14,S05,SKU003,Frozen,12,31,0,11.34,0,Hot,0
2024-02-14,S05,SKU004,Dairy,6,37,0,18.16,0,Hot,0
2024-02-14,S05,SKU005,Snacks,7,17,31,12.47,0,Rainy,0
2024-02-14,S05,SKU019,Snacks,12,35,0,3.42,0,Rainy,0
2024-02-14,S05,SKU013,Dairy,12,45,0,10.86,1,Cold,0
2024-02-14,S05,SKU006,Beverages,5,46,0,16.04,0,Cloudy,0
2024-02-15,S01,SKU008,Household,14,31,0,11.86,0,Hot,0
2024-02-15,S01,SKU018,Household,12,28,19,15.5,1,Cloudy,0
2024-02-15,S01,SKU010,Household,7,29,37,7.94,0,Hot,0
2024-02-15,S01,SKU001,Snacks,11,46,0,2.18,0,Hot,0
2024-02-15,S01,SKU019,Frozen,3,22,10,4.77,0,Hot,0
2024-02-15,S01,SKU004,Dairy,12,24,17,18,0,Cloudy,0
2024-02-15,S02,SKU002,Frozen,10,15,15,12.36,0,Hot,0
2024-02-15,S02,SKU008,Household,13,31,0,7.48,1,Cloudy,0
2024-02-15,S02,SKU016,Beverages,2,29,10,3.34,0,Cloudy,0
2024-02-15,S02,SKU013,Household,15,19,18,19.8,1,Hot,0
2024-02-15,S02,SKU004,Beverages,12,15,26,9.66,0,Rainy,0
2024-02-15,S02,SKU018,Dairy,1,47,0,1.4,0,Cloudy,0
2024-02-15,S03,SKU011,Snacks,2,23,14,9.98,0,Cold,0
2024-02-15,S03,SKU005,Frozen,10,44,0,15.98,0,Cold,0
2024-02-15,S03,SKU013,Beverages,8,27,11,12.56,0,Cold,0
2024-02-15,S03,SKU014,Beverages,5,19,11,13.68,0,Sunny,0
2024-02-15,S03,SKU012,Household,7,11,42,16.96,0,Sunny,0
2024-02-15,S03,SKU009,Beverages,5,27,43,9.3,0,Hot,0
2024-02-15,S04,SKU001,Frozen,7,21,18,18.05,0,Hot,0
2024-02-15,S04,SKU009,Household,7,41,0,10.67,0,Cold,0
2024-02-15,S04,SKU007,Dairy,16,40,0,4.52,1,Rainy,0
2024-02-15,S04,SKU002,Household,8,47,0,14.69,0,Sunny,0
2024-02-15,S04,SKU017,Frozen,9,48,0,11.71,0,Cloudy,0
2024-02-15,S04,SKU013,Frozen,6,40,0,9.46,0,Sunny,0
2024-02-15,S05,SKU013,Dairy,7,25,34,2.17,0,Cold,0
